1,18,2.177857143,54.21
1,19,2.177857143,54.21
1,20,2.177857143,54.21
1,21,2.177857143,54.21
1,22,2.177857143,54.21
1,23,2.177857143,54.21
2,0,2.177857143,54.09
2,1,2.170714286,54.07
2,2,2.170714286,54.15
2,3,2.170714286,54.16
2,4,2.170714286,54.19
2,5,2.170714286,53.91
2,6,2.170714286,53.91
2,7,2.170714286,53.96
2,8,2.170714286,53.78
2,9,2.170714286,54.32
2,10,2.170714286,55.01
2,11,2.170714286,55.16
2,12,2.169285714,55.33
2,13,2.169285714,55.69
2,14,2.169285714,55.83
2,15,2.169285714,55.79
2,16,2.166428571,55.87
2,17,2.165,55.88
2,18,2.163571429,55.76
2,19,2.163571429,55.73
2,20,2.163571429,55.65
2,21,2.158571429,55.5
2,22,2.158571429,55.5
2,23,2.158571429,55.5
3,0,2.158571429,55.52
3,1,2.158571429,55.53
3,2,2.158571429,55.62
3,3,2.158571429,55.64
3,4,2.158571429,55.43
3,5,2.158571429,55.54
3,6,2.160714286,55.66
3,7,2.160714286,55.84
3,8,2.160714286,55.91
3,9,2.160714286,55.99
3,10,2.16,56.34
3,11,2.16,56.23
3,12,2.16,56.39
3,13,2.160714286,56.38
3,14,2.160714286,56.17
3,15,2.160714286,56.23
3,16,2.160714286,56.06
3,17,2.159285714,56.07
3,18,2.157857143,56.11
3,19,2.147142857,56.11
3,20,2.147142857,56.06
3,21,2.147142857,55.93
4,12,2.14,56.39
4,13,2.14,56.28
4,14,2.129230769,56.65
4,15,2.129230769,56.69
4,16,2.126923077,56.67
4,17,2.126923077,56.63
4,18,2.126923077,56.63
4,19,2.126923077,56.63
4,20,2.126923077,56.63
4,21,2.127857143,56.63
4,22,2.126153846,56.63
4,23,2.126153846,56.63
5,0,2.126153846,56.63
5,1,2.126153846,56.63
5,2,2.126153846,56.63
5,3,2.126153846,56.63
5,4,2.126153846,56.63
5,5,2.126153846,56.63
5,6,2.126153846,56.63
5,7,2.125384615,56.63
5,8,2.125384615,56.63
5,9,2.125384615,56.63
5,10,2.125384615,56.63
5,11,2.125384615,56.63
5,12,2.125384615,56.63
5,13,2.123846154,56.63
5,14,2.123076923,56.63
5,15,2.123076923,56.63
5,16,2.123846154,56.63
5,17,2.123846154,56.63
5,18,2.123846154,56.63
5,19,2.123846154,56.63
5,20,2.123846154,56.63
5,21,2.123846154,56.63
5,22,2.123846154,56.63
5,23,2.123846154,56.63
6,0,2.123846154,56.63
6,1,2.123846154,56.63
6,2,2.123846154,56.63
6,3,2.123846154,56.63
6,4,2.123846154,56.63
6,5,2.123846154,56.63
6,6,2.123846154,56.63
6,7,2.123846154,56.63
6,8,2.123846154,56.63
6,9,2.123333333,56.63
6,10,2.123333333,56.63
6,11,2.123333333,56.63
6,12,2.123333333,56.63
6,13,2.123333333,56.63
6,14,2.1225,56.63
6,15,2.1225,56.63
6,16,2.1225,56.63
6,17,2.1225,56.63
6,18,2.1225,56.72
6,19,2.1225,56.71
6,20,2.1225,56.66
6,21,2.12,56.56
6,22,2.120769231,56.55
6,23,2.121428571,56.55
0,0,2.121428571,56.5
0,1,2.121428571,56.5
0,2,2.121428571,56.56
0,3,2.121428571,56.44
0,4,2.121428571,56.43
0,5,2.121428571,56.4
0,6,2.121428571,56.4
0,7,2.121428571,56.43
0,8,2.121428571,56.58
0,9,2.119285714,56.77
0,10,2.119285714,56.14
0,11,2.119285714,56.02
0,12,2.119285714,55.82
0,13,2.119285714,55.88
0,14,2.119285714,55.89
0,15,2.119285714,55.81
0,16,2.119285714,55.8
0,17,2.119285714,55.74
0,18,2.119285714,55.79
0,19,2.119285714,55.86
0,20,2.115,55.81
0,21,2.115,55.71
0,22,2.114166667,55.72
0,23,2.112307692,55.72
1,0,2.112307692,55.57
1,1,2.112307692,55.6
1,2,2.112307692,55.53
1,3,2.112307692,55.44
1,4,2.112307692,55.38
1,5,2.112307692,55.41
1,6,2.112307692,55.11
1,7,2.111538462,54.95
1,8,2.109230769,54.93
1,9,2.109230769,54.89
1,10,2.109230769,55.08
1,11,2.109230769,55.68
1,12,2.108461538,55.8
1,13,2.112857143,55.82
1,14,2.112857143,55.48
1,15,2.112857143,55.42
1,16,2.112857143,55.45
1,17,2.112857143,55.5
1,18,2.112857143,55.54
1,19,2.112857143,55.5
1,20,2.112857143,55.35
1,21,2.112857143,55.32
1,22,2.110769231,55.26
1,23,2.110769231,55.26
2,0,2.110769231,55.28
2,1,2.110769231,55.25
2,2,2.110769231,55.25
2,3,2.110769231,55.33
2,4,2.110769231,55.48
2,5,2.110769231,55.53
2,7,2.110769231,55.48
2,8,2.110769231,55.48
2,9,2.110769231,55.26
2,10,2.11,55.16
2,11,2.11,54.56
2,12,2.11,54.64
2,13,2.11,54.57
2,14,2.11,54.88
2,15,2.109230769,54.89
2,16,2.110769231,54.87
2,17,2.110769231,54.9
2,18,2.110769231,54.98
2,19,2.110769231,54.88
2,20,2.110769231,54.96
2,21,2.110769231,55.17
2,22,2.110769231,55.19
2,23,2.11,55.19
3,0,2.11,55.18
3,1,2.11,55.18
3,2,2.11,55.21
3,3,2.11,55.35
3,4,2.11,55.43
3,5,2.11,55.04
3,6,2.11,54.96
3,7,2.11,54.42
3,8,2.110769231,54.35
3,9,2.110769231,54.39
3,10,2.110769231,53.94
3,11,2.110769231,54.17
3,12,2.110769231,54.1
3,13,2.108461538,54.14
3,14,2.108461538,54.05
3,15,2.108461538,54.03
3,16,2.108461538,54.1
3,17,2.110714286,54.14
3,18,2.110714286,54.13
3,19,2.110714286,54.07
3,20,2.110714286,54.25
3,21,2.110714286,54.37
3,22,2.11,54.34
3,23,2.11,54.34
4,0,2.11,54.43
4,1,2.11,54.43
4,2,2.11,54.34
4,3,2.11,54.2
4,4,2.11,54.35
4,5,2.11,54.42
4,6,2.11,54.37
4,7,2.108571429,54.48
4,8,2.107857143,54.86
4,9,2.107857143,55.04
4,10,2.107857143,55.33
4,11,2.107857143,55.24
4,12,2.107857143,55.17
4,13,2.105714286,55.83
4,14,2.105714286,56.22
4,15,2.100769231,56.11
4,16,2.100769231,56.09
4,17,2.100769231,56.23
4,18,2.105384615,56.23
4,19,2.105384615,56.23
4,20,2.105384615,56.23
4,21,2.105384615,56.23
4,22,2.105384615,56.23
4,23,2.109285714,56.23
5,0,2.109285714,56.23
5,1,2.109285714,56.23
5,2,2.109285714,56.23
5,3,2.109285714,56.23
5,4,2.109285714,56.23
5,5,2.109285714,56.23
5,6,2.109286,56.23
5,7,2.109285714,56.23
5,8,2.106153846,56.23
5,9,2.106153846,56.23
5,10,2.106153846,56.23
5,11,2.106153846,56.23
5,12,2.106153846,56.23
5,13,2.106153846,56.23
5,14,2.106153846,56.23
5,15,2.106153846,56.23
5,16,2.106153846,56.23
5,17,2.106153846,56.23
5,18,2.101538462,56.23
5,19,2.101538462,56.23
5,20,2.101538462,56.23
5,21,2.102307692,56.23
5,22,2.102307692,56.23
5,23,2.102307692,56.23
6,0,2.102307692,56.23
6,1,2.102307692,56.23
6,1,2.102307692,56.23
6,2,2.102307692,56.23
6,3,2.102307692,56.23
6,4,2.102307692,56.23
6,5,2.102307692,56.23
6,6,2.102308,56.23
6,7,2.102307692,56.23
6,8,2.102307692,56.23
6,9,2.102307692,56.23
6,10,2.102307692,56.23
6,11,2.102307692,56.23
6,12,2.102307692,56.23
6,13,2.102307692,56.23
6,14,2.102307692,56.23
6,15,2.102857143,56.23
6,16,2.102857143,56.23
6,17,2.102857143,56.23
6,18,2.102857143,56.23
6,19,2.102857143,56.07
6,20,2.102857143,55.92
6,21,2.102857143,55.94
6,22,2.102857143,55.94
6,23,2.102857143,55.87
0,0,2.102857143,55.95
0,1,2.102857143,55.89
0,2,2.102857143,56.1
0,3,2.102857143,56.09
0,4,2.102857143,56.32
0,5,2.102857143,56.63
0,6,2.102857143,56.68
0,7,2.102857143,56.68
0,8,2.101428571,56.68
0,9,2.101428571,56.68
0,10,2.096923077,56.68
0,11,2.096923077,56.68
0,12,2.096153846,56.68
0,13,2.096153846,56.68
0,14,2.100769231,56.68
0,15,2.100769231,56.68
0,16,2.103571429,56.68
0,17,2.103571429,56.68
0,18,2.128571429,56.68
0,19,2.126428571,56.68
0,20,2.126428571,56.68
0,21,2.126428571,56.68
0,22,2.126428571,56.68
0,23,2.126428571,56.68
1,0,2.126428571,56.68
1,1,2.126428571,56.68
1,2,2.126428571,56.68
1,3,2.128571429,56.68
1,4,2.128571429,56.68
1,5,2.128571429,56.68
1,6,2.128571429,56.68
1,7,2.137142857,56.68
1,8,2.137142857,56.68
1,9,2.147142857,56.68
1,10,2.147142857,56.68
1,11,2.147142857,56.68
1,12,2.147142857,57.15
1,13,2.147142857,57.17
1,14,2.147142857,57.2
1,15,2.18,57.12
1,16,2.18,57.19
1,17,2.189285714,57.27
1,18,2.199285714,57.12
1,19,2.199285714,57.04
1,20,2.199285714,56.97
1,21,2.199285714,56.95
1,22,2.199285714,56.95
1,23,2.219285714,56.91
2,0,2.219285714,57.03
2,1,2.219285714,56.92
2,2,2.219285714,56.95
2,3,2.219285714,56.8
2,4,2.219285714,56.88
2,5,2.219285714,57.02
2,6,2.219285714,57.16
2,7,2.219285714,56.96
2,8,2.219285714,57.03
2,9,2.222857143,57.34
2,10,2.235714286,57.39
2,11,2.235714286,56.55
2,12,2.240714286,56.19
2,13,2.240714286,56.44
2,14,2.240714286,56.42
2,15,2.240714286,56.54
2,16,2.240714286,56.4
2,17,2.240714286,56.39
2,18,2.240714286,56.38
2,19,2.240714286,56.39
2,20,2.240714286,56.35
2,21,2.240714286,56.35
2,22,2.240714286,56.35
2,23,2.240714286,56.31
3,0,2.240714286,56.32
3,1,2.240714286,56.35
3,2,2.240714286,56.75
3,3,2.240714286,56.73
3,4,2.240714286,57.02
3,5,2.240714286,56.93
3,6,2.240714286,57.07
3,7,2.240714286,57.05
3,8,2.240714286,57.2
3,9,2.240714286,57.49
3,10,2.240714286,57.11
3,11,2.240714286,57.33
3,12,2.240714286,57.56
3,13,2.240714286,57.52
3,14,2.240714286,57.08
3,15,2.240714286,56.88
3,16,2.240714286,57.03
3,17,2.240714286,57.07
3,18,2.240714286,57.05
3,19,2.240714286,56.99
3,20,2.240714286,56.91
3,21,2.240714286,56.93
3,22,2.240714286,56.93
3,23,2.240714286,56.9
4,0,2.240714286,56.92
4,1,2.240714286,56.63
4,2,2.240714286,56.69
4,3,2.240714286,56.5
4,4,2.240714286,56.59
4,5,2.240714286,56.25
4,6,2.240714286,56.21
4,7,2.239285714,56.35
4,8,2.239285714,56.26
4,9,2.241428571,56.24
4,10,2.241428571,56.43
4,11,2.241428571,57.16
4,12,2.239230769,57.24
4,13,2.238461538,57.15
4,14,2.238461538,57.42
4,15,2.238461538,57.42
4,16,2.238461538,57.4
4,17,2.2375,57.44
4,18,2.2375,57.44
4,19,2.2375,57.44
4,20,2.2375,57.44
4,21,2.238333333,57.44
4,22,2.238333333,57.44
4,23,2.238333333,57.44
5,0,2.238333333,57.44
5,1,2.238333333,57.44
5,2,2.238333333,57.44
5,3,2.238333333,57.44
5,4,2.238333333,57.44
5,5,2.238333333,57.44
5,6,2.238333333,57.44
5,7,2.238333333,57.44
5,8,2.238333333,57.44
5,9,2.238333333,57.44
5,10,2.239166667,57.44
5,11,2.24,57.44
5,12,2.239166667,57.44
5,13,2.239166667,57.44
5,14,2.239166667,57.44
5,15,2.239166667,57.44
5,16,2.239166667,57.44
5,17,2.239166667,57.44
5,18,2.239166667,57.44
5,19,2.239166667,57.44
5,20,2.238333333,57.44
5,21,2.238333333,57.44
5,22,2.238333333,57.44
5,23,2.238333333,57.44
6,0,2.238333333,57.44
6,1,2.238333333,57.44
6,2,2.238333333,57.44
6,3,2.238333333,57.44
6,4,2.238333333,57.44
6,5,2.238333333,57.44
6,6,2.238333333,57.44
6,7,2.238333333,57.44
6,8,2.238333333,57.44
6,9,2.238333333,57.44
6,10,2.238333333,57.44
6,11,2.238333333,57.44
6,12,2.235,57.44
6,13,2.235,57.44
6,14,2.235,57.44
6,15,2.235,57.44
6,16,2.235,57.44
6,17,2.235,57.44
6,18,2.235,57.12
6,19,2.235,57.07
6,20,2.2375,56.89
6,21,2.2375,56.85
6,22,2.2375,56.85
6,23,2.2375,56.75
0,0,2.2375,56.74
0,1,2.2375,56.62
0,2,2.2375,56.63
0,3,2.2375,56.73
0,4,2.2375,56.59
0,5,2.2375,56.32
0,6,2.2375,56.42
0,7,2.2375,56.62
0,8,2.2375,56.56
0,9,2.238461538,56.83
0,10,2.238461538,57.22
0,11,2.238461538,57.09
0,12,2.238461538,56.91
