1,16,52.91
1,17,52.91
1,18,52.96
1,19,52.96
1,20,52.94
1,21,52.97
1,22,52.97
1,23,52.94
2,0,52.89
2,1,52.89
2,2,53
2,3,52.76
2,4,52.73
2,5,52.66
2,6,52.88
2,7,53.03
2,8,52.96
2,9,53
2,10,53.38
2,11,53.61
2,12,53.62
2,13,53.42
2,14,53.32
2,15,53.3
2,16,53.01
2,17,52.97
2,18,52.92
2,19,52.83
2,20,52.88
2,21,52.97
2,22,52.97
2,23,52.93
3,0,52.92
3,1,52.84
3,2,52.82
3,3,52.99
3,4,53
3,5,53.25
3,6,53.08
3,7,53.07
3,8,53.09
3,9,52.89
3,10,53.21
3,11,52.92
3,12,53.11
3,13,53.56
3,14,53.99
3,15,54.06
3,16,53.99
3,17,54.1
3,18,54.02
3,19,53.96
3,20,53.92
3,21,53.87
3,22,53.87
3,23,53.8
4,0,53.83
4,1,53.76
4,2,53.88
4,3,54.01
4,4,53.99
4,5,54.23
4,7,54.5
4,8,54.44
4,9,54.32
4,10,53.92
4,11,53.91
4,12,53.51
4,13,53.51
4,14,53.7
4,15,53.77
4,16,53.71
4,17,53.7
4,18,53.7
4,19,53.7
4,20,53.7
4,21,53.7
4,22,53.7
4,23,53.7
5,0,53.7
5,1,53.7
5,2,53.7
5,3,53.7
5,4,53.7
5,5,53.7
5,6,53.7
5,7,53.7
5,8,53.7
5,9,53.7
5,10,53.7
5,11,53.7
5,12,53.7
5,13,53.7
5,14,53.7
5,15,53.7
5,16,53.7
5,17,53.7
5,18,53.7
5,19,53.7
5,20,53.7
5,21,53.7
5,22,53.7
5,23,53.7
6,0,53.7
6,1,53.7
6,2,53.7
6,3,53.7
6,4,53.7
6,5,53.7
6,6,53.7
6,7,53.7
6,8,53.7
6,9,53.7
6,10,53.7
6,11,53.7
6,12,53.7
6,13,53.7
6,14,53.7
6,15,53.7
6,16,53.7
6,17,53.7
6,18,53.59
6,19,53.59
6,20,53.63
6,21,53.64
6,22,53.64
6,23,53.64
0,0,53.67
0,1,53.59
0,2,53.76
0,3,53.83
0,4,53.98
0,5,53.36
0,6,53.33
0,7,53.42
0,8,53.56
0,9,53.01
0,10,53.1
0,11,53.14
0,12,53.13
0,13,53.31
0,14,53.3
0,15,53.52
0,16,53.45
0,17,53.46
0,18,53.41
0,19,53.43
0,20,53.49
0,21,53.48
0,22,53.48
0,23,53.33
1,0,53.2
1,1,53.2
1,2,53.23
1,3,53.24
1,4,53.41
1,5,53.47
1,6,53.64
1,7,53.59
1,8,53.8
1,9,53.92
1,10,54
1,11,54.24
1,12,54.15
1,13,54.06
1,14,54.21
1,15,54.21
1,16,54.21
1,17,54.21
1,18,54.21
1,19,54.21
1,20,54.21
1,21,54.21
1,22,54.21
1,23,54.21
2,0,54.09
2,1,54.07
2,2,54.15
2,3,54.16
2,4,54.19
2,5,53.91
2,6,53.91
2,7,53.96
2,8,53.78
2,9,54.32
2,10,55.01
2,11,55.16
2,12,55.33
2,13,55.69
2,14,55.83
2,15,55.79
2,16,55.87
2,17,55.88
2,18,55.76
2,19,55.73
2,20,55.65
2,21,55.5
2,22,55.5
2,23,55.5
3,0,55.52
3,1,55.53
3,2,55.62
3,3,55.64
3,4,55.43
3,5,55.54
3,6,55.66
3,7,55.84
3,8,55.91
3,9,55.99
3,10,56.34
3,11,56.23
3,12,56.39
3,13,56.38
3,14,56.17
3,15,56.23
3,16,56.06
3,17,56.07
3,18,56.11
3,19,56.11
3,20,56.06
3,21,55.93
4,12,56.39
4,13,56.28
4,14,56.65
4,15,56.69
4,16,56.67
4,17,56.63
4,18,56.63
4,19,56.63
4,20,56.63
4,21,56.63
4,22,56.63
4,23,56.63
5,0,56.63
5,1,56.63
5,2,56.63
5,3,56.63
5,4,56.63
5,5,56.63
5,6,56.63
5,7,56.63
5,8,56.63
5,9,56.63
5,10,56.63
5,11,56.63
5,12,56.63
5,13,56.63
5,14,56.63
5,15,56.63
5,16,56.63
5,17,56.63
5,18,56.63
5,19,56.63
5,20,56.63
5,21,56.63
5,22,56.63
5,23,56.63
6,0,56.63
6,1,56.63
6,2,56.63
6,3,56.63
6,4,56.63
6,5,56.63
6,6,56.63
6,7,56.63
6,8,56.63
6,9,56.63
6,10,56.63
6,11,56.63
6,12,56.63
6,13,56.63
6,14,56.63
6,15,56.63
6,16,56.63
6,17,56.63
6,18,56.72
6,19,56.71
6,20,56.66
6,21,56.56
6,22,56.55
6,23,56.55
0,0,56.5
0,1,56.5
0,2,56.56
0,3,56.44
0,4,56.43
0,5,56.4
0,6,56.4
0,7,56.43
0,8,56.58
0,9,56.77
0,10,56.14
0,11,56.02
0,12,55.82
0,13,55.88
0,14,55.89
0,15,55.81
0,16,55.8
0,17,55.74
0,18,55.79
0,19,55.86
0,20,55.81
0,21,55.71
0,22,55.72
0,23,55.72
1,0,55.57
1,1,55.6
1,2,55.53
1,3,55.44
1,4,55.38
1,5,55.41
1,6,55.11
1,7,54.95
1,8,54.93
1,9,54.89
1,10,55.08
1,11,55.68
1,12,55.8
1,13,55.82
1,14,55.48
1,15,55.42
1,16,55.45
1,17,55.5
1,18,55.54
1,19,55.5
1,20,55.35
1,21,55.32
1,22,55.26
1,23,55.26
2,0,55.28
2,1,55.25
2,2,55.25
2,3,55.33
2,4,55.48
2,5,55.53
2,7,55.48
2,8,55.48
2,9,55.26
2,10,55.16
2,11,54.56
2,12,54.64
2,13,54.57
2,14,54.88
2,15,54.89
2,16,54.87
2,17,54.9
2,18,54.98
2,19,54.88
2,20,54.96
2,21,55.17
2,22,55.19
2,23,55.19
3,0,55.18
3,1,55.18
3,2,55.21
3,3,55.35
3,4,55.43
3,5,55.04
3,6,54.96
3,7,54.42
3,8,54.35
3,9,54.39
3,10,53.94
3,11,54.17
3,12,54.1
3,13,54.14
3,14,54.05
3,15,54.03
3,16,54.1
3,17,54.14
3,18,54.13
3,19,54.07
3,20,54.25
3,21,54.37
3,22,54.34
3,23,54.34
4,0,54.43
4,1,54.43
4,2,54.34
4,3,54.2
4,4,54.35
4,5,54.42
4,6,54.37
4,7,54.48
4,8,54.86
4,9,55.04
4,10,55.33
4,11,55.24
4,12,55.17
4,13,55.83
4,14,56.22
4,15,56.11
4,16,56.09
4,17,56.23
4,18,56.23
4,19,56.23
4,20,56.23
4,21,56.23
4,22,56.23
4,23,56.23
5,0,56.23
5,1,56.23
5,2,56.23
5,3,56.23
5,4,56.23
5,5,56.23
5,6,56.23
5,7,56.23
5,8,56.23
5,9,56.23
5,10,56.23
5,11,56.23
5,12,56.23
5,13,56.23
5,14,56.23
5,15,56.23
5,16,56.23
5,17,56.23
5,18,56.23
5,19,56.23
5,20,56.23
5,21,56.23
5,22,56.23
5,23,56.23
6,0,56.23
6,1,56.23
