1,16,2.14
1,16,2.25
1,16,2.14
1,16,2.13
1,16,2.25
1,16,2.12
1,16,2.18
1,16,2.16
1,16,2.12
1,16,2.18
1,16,2.25
1,16,2.21
1,16,2.25
1,16,2.25
1,17,2.14
1,17,2.18
1,17,2.14
1,17,2.25
1,17,2.12
1,17,2.12
1,17,2.13
1,17,2.25
1,17,2.16
1,17,2.25
1,17,2.25
1,17,2.18
1,17,2.21
1,17,2.25
1,18,2.17
1,18,2.12
1,18,2.13
1,18,2.25
1,18,2.16
1,18,2.12
1,18,2.18
1,18,2.25
1,18,2.22
1,18,2.25
1,18,2.25
1,18,2.18
1,18,2.21
1,18,2.25
1,19,2.14
1,19,2.25
1,19,2.16
1,19,2.25
1,19,2.18
1,19,2.12
1,19,2.25
1,19,2.22
1,19,2.25
1,19,2.13
1,19,2.25
1,19,2.25
1,19,2.25
1,19,2.21
1,20,2.12
1,20,2.18
1,20,2.22
1,20,2.16
1,20,2.25
1,20,2.14
1,20,2.25
1,20,2.13
1,20,2.25
1,20,2.25
1,20,2.25
1,20,2.25
1,20,2.21
1,20,2.25
1,21,2.14
1,21,2.12
1,21,2.25
1,21,2.22
1,21,2.25
1,21,2.13
1,21,2.16
1,21,2.18
1,21,2.25
1,21,2.25
1,21,2.21
1,21,2.25
1,21,2.25
1,21,2.25
1,22,2.14
1,22,2.25
1,22,2.22
1,22,2.12
1,22,2.16
1,22,2.13
1,22,2.25
1,22,2.25
1,22,2.18
1,22,2.25
1,22,2.25
1,22,2.25
1,22,2.25
1,22,2.25
1,23,2.14
1,23,2.22
1,23,2.25
1,23,2.25
1,23,2.12
1,23,2.18
1,23,2.25
1,23,2.16
1,23,2.13
1,23,2.25
1,23,2.25
1,23,2.25
1,23,2.25
1,23,2.25
2,0,2.14
2,0,2.12
2,0,2.25
2,0,2.16
2,0,2.13
2,0,2.25
2,0,2.18
2,0,2.25
2,0,2.22
2,0,2.25
2,0,2.25
2,0,2.25
2,0,2.25
2,0,2.25
2,1,2.12
2,1,2.25
2,1,2.14
2,1,2.13
2,1,2.16
2,1,2.22
2,1,2.25
2,1,2.25
2,1,2.18
2,1,2.25
2,1,2.25
2,1,2.25
2,1,2.25
2,1,2.25
2,2,2.12
2,2,2.16
2,2,2.18
2,2,2.14
2,2,2.25
2,2,2.25
2,2,2.13
2,2,2.25
2,2,2.22
2,2,2.25
2,2,2.25
2,2,2.25
2,2,2.25
2,2,2.25
2,3,2.22
2,3,2.14
2,3,2.25
2,3,2.18
2,3,2.12
2,3,2.25
2,3,2.25
2,3,2.13
2,3,2.16
2,3,2.25
2,3,2.25
2,3,2.25
2,3,2.25
2,3,2.25
2,4,2.22
2,4,2.13
2,4,2.25
2,4,2.14
2,4,2.12
2,4,2.18
2,4,2.25
2,4,2.25
2,4,2.16
2,4,2.25
2,4,2.25
2,4,2.25
2,4,2.25
2,4,2.25
2,5,2.14
2,5,2.18
2,5,2.25
2,5,2.12
2,5,2.13
2,5,2.25
2,5,2.16
2,5,2.22
2,5,2.25
2,5,2.25
2,5,2.25
2,5,2.25
2,5,2.25
2,5,2.25
2,6,2.16
2,6,2.14
2,6,2.12
2,6,2.25
2,6,2.18
2,6,2.13
2,6,2.22
2,6,2.25
2,6,2.25
2,6,2.25
2,6,2.25
2,6,2.25
2,6,2.25
2,6,2.25
2,7,2.14
2,7,2.25
2,7,2.25
2,7,2.12
2,7,2.25
2,7,2.18
2,7,2.22
2,7,2.25
2,7,2.25
2,7,2.25
2,7,2.25
2,7,2.25
2,7,2.25
2,7,2.16
2,8,2.14
2,8,2.16
2,8,2.25
2,8,2.12
2,8,2.25
2,8,2.22
2,8,2.18
2,8,2.25
2,8,2.25
2,8,2.25
2,8,2.25
2,8,2.25
2,8,2.21
2,8,2.25
2,9,2.25
2,9,2.14
2,9,2.12
2,9,2.22
2,9,2.16
2,9,2.18
2,9,2.25
2,9,2.25
2,9,2.25
2,9,2.25
2,9,2.25
2,9,2.21
2,9,2.25
2,9,2.25
